id,author,community,alpha,beta
552,thomas fahringer_pers/18,20,1.0,0.60
553,thomas ludwig 0002_pers/18,20,1.0,0.60
554,thomas rüter_pers/18,20,1.0,0.60
555,thomas schaaf_pers/18,20,1.0,0.60
556,thomas william_pers/18,20,1.0,0.60
557,thérèse ouellet_pers/7,5,1.0,0.60
558,timo m. breit_pers/18,20,1.0,0.60
559,tingxing dong_pers/1,11,1.0,0.60
560,tom lenaerts_pers/18,20,1.0,0.60
561,tomasz arodz_pers/18,20,1.0,0.60
562,tomasz bartynski_pers/18,20,1.0,0.60
563,tomasz grabarczyk_pers/18,20,1.0,0.60
564,tomasz grabiec_pers/7,5,1.0,0.60
565,tomasz gubala_pers/18,20,1.0,0.60
566,tomasz jadczyk_pers/18,20,1.0,0.60
567,tomasz kowal_pers/9,15,1.0,0.60
568,tomasz krupa_pers/18,20,1.0,0.60
569,tomasz mikolajczyk_pers/18,20,1.0,0.60
570,tomasz pachana_pers/1,11,1.0,0.60
571,tomasz piontek_pers/18,20,1.0,0.60
572,tomasz rozen_pers/15,9,1.0,0.60
573,tomasz sosnicki_pers/18,20,1.0,0.60
574,tomasz szepieniec_pers/18,20,1.0,0.60
575,tomasz szydlo_pers/18,20,1.0,0.60
576,tomasz wójcik_pers/3,19,1.0,0.60
577,tomir kryza_pers/21,8,1.0,0.60
578,uwe schwiegelshohn_pers/18,20,1.0,0.60
579,vaidy s. sunderam_pers/18,20,1.0,0.60
580,valeria v. krzhizhanovskaya_pers/18,20,1.0,0.60
581,vincent m. wheeler_pers/18,20,1.0,0.60
582,vito baggiolini_pers/18,20,1.0,0.60
583,vladimir getov_pers/18,20,1.0,0.60
584,vladimir janjic_pers/18,20,1.0,0.60
585,vladimir korkhov_pers/18,20,1.0,0.60
586,volker sander_pers/18,20,1.0,0.60
587,w. walter czech_pers/18,20,1.0,0.60
588,w. zdechlikiewicz_pers/18,20,1.0,0.60
589,wadim wojciechowski_pers/9,15,1.0,0.60
590,waldemar ciesla_pers/17,1,1.0,0.60
591,witold alda_pers/18,20,1.0,0.60
592,witold dzwinel_pers/18,20,1.0,0.60
593,wlodzimierz funika_pers/18,20,1.0,0.60
594,wojciech czech_pers/18,20,1.0,0.60
595,wojciech fracz_pers/18,20,1.0,0.60
596,wojciech kruczkowski_pers/5,0,1.0,0.60
597,wojciech mielczarek_pers/3,19,1.0,0.60
598,wojciech owczarz_pers/3,19,1.0,0.60
599,wojciech radwanski_pers/1,11,1.0,0.60
600,wojciech rzasa_pers/18,20,1.0,0.60
601,wojciech turek_pers/18,20,1.0,0.60
602,wojciech w. czech_pers/18,20,1.0,0.60
603,wojciech wislicki_pers/18,20,1.0,0.60
604,wojciech zaborowski_pers/18,20,1.0,0.60
605,wojciech ziajka_pers/18,20,1.0,0.60
606,wolfgang e. nagel_pers/18,20,1.0,0.60
607,wolfgang karl_pers/18,20,1.0,0.60
608,wolfgang walkowiak_pers/18,20,1.0,0.60
609,xi gao_pers/1,11,1.0,0.60
610,xian-he sun_pers/18,20,1.0,0.60
611,xuebin chi_pers/18,20,1.0,0.60
612,yahya bokhari_pers/14,3,1.0,0.60
613,yaolin shi_pers/18,20,1.0,0.60
614,yehuda ben-zion_pers/7,5,1.0,0.60
615,yichen zhou_pers/1,11,1.0,0.60
616,yingchun liu_pers/18,20,1.0,0.60
617,yonghong hu_pers/7,5,1.0,0.60
618,yosandra sandoval_pers/18,20,1.0,0.60
619,yujun sun_pers/18,20,1.0,0.60
620,yuriy kaniovskyi_pers/18,20,1.0,0.60
621,zbigniew kilianski_pers/18,20,1.0,0.60
622,zdzislaw wisniowski_pers/18,20,1.0,0.60
623,zhenyu lu_pers/18,20,1.0,0.60
624,zhiming zhao_pers/18,20,1.0,0.60
625,zofia mosurska_pers/18,20,1.0,0.60
0,a. leszczynski_pers/8,14,1.0,0.20
1,a. v. ozhigin_pers/6,6,1.0,0.20
2,a_key/20,0,1.0,0.20
3,aashish dhungana_pers/9,11,1.0,0.20
4,adam belloum_pers/6,6,1.0,0.20
5,adam bemben_pers/10,9,1.0,0.20
6,adam d. barwell_pers/16,7,1.0,0.20
7,adam padee_pers/21,20,1.0,0.20
8,adam s. z. belloum_pers/13,17,1.0,0.20
9,adianto wibisono_pers/6,6,1.0,0.20
10,adrian f. kacso_pers/16,7,1.0,0.20
11,adrian klusek_pers/11,24,1.0,0.20
12,adrian kosmide_pers/5,19,1.0,0.20
13,adrian ktusek_pers/16,7,1.0,0.20
14,agata kubiczek_pers/16,7,1.0,0.20
15,agnieszka wierzbowska_pers/2,15,1.0,0.20
16,aiyu zhu_pers/24,12,1.0,0.20
17,alejandro f. frangi_pers/10,9,1.0,0.20
18,aleksander byrski_pers/16,7,1.0,0.20
19,aleksander mamla_pers/18,21,1.0,0.20
20,alessia gualandris_pers/19,23,1.0,0.20
21,alexander boukhanovsky_pers/6,6,1.0,0.20
22,alexander kordes_pers/11,24,1.0,0.20
23,alexander l. pyayt_pers/6,6,1.0,0.20
24,alexander quast_pers/17,5,1.0,0.20
25,alexander reinefeld_pers/23,1,1.0,0.20
26,alexander v. boukhanovsky_pers/6,6,1.0,0.20
27,alexandru iosup_pers/13,17,1.0,0.20
28,alfons g. hoekstra_pers/19,23,1.0,0.20
29,alfred geiger_pers/23,1,1.0,0.20
30,alfredo saglimbeni_pers/10,9,1.0,0.20
31,alfredo tirado-ramos_pers/19,23,1.0,0.20
32,allen d. malony_pers/23,1,1.0,0.20
33,andreas hoffmann 0003_pers/17,5,1.0,0.20
34,andreas hofmann_pers/17,5,1.0,0.20
35,andreas hoheisel_pers/13,17,1.0,0.20
36,andreas knüpfer_pers/23,1,1.0,0.20
37,andreas reuter 0001_pers/23,1,1.0,0.20
38,andreas schmidt_pers/2,15,1.0,0.20
39,andrei v. malevsky_pers/12,16,1.0,0.20
40,andrzej broda_pers/3,2,1.0,0.20
41,andrzej czyzewski_pers/21,20,1.0,0.20
42,andrzej eilmes_pers/21,20,1.0,0.20
43,andrzej milenin_pers/21,20,1.0,0.20
44,andrzej olszewski_pers/21,20,1.0,0.20
45,andrzej opalinski_pers/16,7,1.0,0.20
46,andrzej ozieblo_pers/21,20,1.0,0.20
47,andrzej urbanik_pers/2,15,1.0,0.20
48,andrzej zbigniew maksymowicz_pers/9,11,1.0,0.20
49,andrés gómez-tato_pers/13,17,1.0,0.20
50,anne-mieke vandamme_pers/19,23,1.0,0.20
51,anthony sulistio_pers/19,23,1.0,0.20
52,antoni cyz_pers/21,20,1.0,0.20
53,arkadiusz gil_pers/16,7,1.0,0.20
54,arkadiusz janik_pers/24,12,1.0,0.20
55,arkadiusz kuboszek_pers/5,19,1.0,0.20
56,arkadiusz z. dudek_pers/8,14,1.0,0.20
57,arndt bode_pers/23,1,1.0,0.20
58,artur andrzejak_pers/5,19,1.0,0.20
59,artur binczewski_pers/21,20,1.0,0.20
60,b. j. broekhuijsen_pers/6,6,1.0,0.20
61,b. p. gouldby_pers/6,6,1.0,0.20
62,b. podsiadlo-kleinrok_pers/2,15,1.0,0.20
63,b_key/20,0,1.0,0.20
64,bartek palak_pers/21,20,1.0,0.20
65,bartlomiej balcerek_pers/21,20,1.0,0.20
66,bartlomiej labno_pers/9,11,1.0,0.20
67,bartlomiej patrzyk_pers/10,9,1.0,0.20
68,bartosz balis_pers/19,23,1.0,0.20
69,bartosz bosak_pers/19,23,1.0,0.20
70,bartosz kowalczyk_pers/16,7,1.0,0.20
71,bartosz kowalewski_pers/15,4,1.0,0.20
72,bartosz kryza_pers/15,4,1.0,0.20
73,bartosz kwolek_pers/15,4,1.0,0.20
74,bartosz minch_pers/18,21,1.0,0.20
75,bartosz szafran_pers/16,7,1.0,0.20
76,bartosz wilk_pers/19,23,1.0,0.20
77,benjamin j. kadlec_pers/12,16,1.0,0.20
78,benjamin satzger_pers/5,19,1.0,0.20
79,benny sowell_pers/24,12,1.0,0.20
80,bernhard lang_pers/6,6,1.0,0.20
81,bob hertzberger_pers/6,6,1.0,0.20
82,bogna blaszczyk_pers/16,7,1.0,0.20
83,branislav borovac_pers/2,15,1.0,0.20
84,breanndán ó nualláin_pers/19,23,1.0,0.20
85,carles bona-casas_pers/19,23,1.0,0.20
86,cees de laat_pers/6,6,1.0,0.20
87,cees t. a. m. de laat_pers/6,6,1.0,0.20
88,cesar r. s. da silva_pers/24,12,1.0,0.20
89,charles a. boucher_pers/19,23,1.0,0.20
90,chris borckholder_pers/10,9,1.0,0.20
91,christian uebing_pers/2,15,1.0,0.20
92,christof klausecker_pers/23,1,1.0,0.20
93,christoph hellweg_pers/17,5,1.0,0.20
94,christopher brown 0002_pers/16,7,1.0,0.20
95,cinzia cappiello_pers/5,19,1.0,0.20
96,claudia gold_pers/17,5,1.0,0.20
97,clemens harlfinger_pers/17,5,1.0,0.20
98,cécile piret_pers/12,16,1.0,0.20
99,damian kosc_pers/5,19,1.0,0.20
100,dan kigelman_pers/24,12,1.0,0.20
101,daniel harezlak_pers/19,23,1.0,0.20
102,daniel krzywicki_pers/16,7,1.0,0.20
103,daniel lorenz 0001_pers/2,15,1.0,0.20
104,daniel nolte_pers/6,6,1.0,0.20
105,daniel rodríguez_pers/23,1,1.0,0.20
106,dario ruiz lopez_pers/10,9,1.0,0.20
107,dariusz król 0002_pers/19,23,1.0,0.20
108,dariusz tasak_pers/8,14,1.0,0.20
109,dariusz zbik_pers/6,6,1.0,0.20
110,dat t. nguyen_pers/18,21,1.0,0.20
111,david a. sanchez_pers/12,16,1.0,0.20
112,david a. van de vijver_pers/19,23,1.0,0.20
113,david a. yuen_pers/8,14,1.0,0.20
114,david coster_pers/19,23,1.0,0.20
115,david k. kahaner_pers/2,15,1.0,0.20
116,david l. george_pers/24,12,1.0,0.20
117,dawid dworak_pers/16,7,1.0,0.20
118,dawid kurzyniec_pers/2,15,1.0,0.20
119,debbi chen_pers/2,15,1.0,0.20
120,debora testi_pers/10,9,1.0,0.20
121,denis caromel_pers/23,1,1.0,0.20
122,dennis hoppe_pers/19,23,1.0,0.20
123,derek groen_pers/19,23,1.0,0.20
124,derrick kondo_pers/5,19,1.0,0.20
125,dieter kranzlmüller_pers/23,1,1.0,0.20
126,dineke frentz_pers/19,23,1.0,0.20
127,dmitry vasunin_pers/6,6,1.0,0.20
128,dmitry vasyunin_pers/6,6,1.0,0.20
129,domenico talia_pers/23,1,1.0,0.20
130,dominik dziok_pers/9,11,1.0,0.20
131,dominik stoklosa_pers/21,20,1.0,0.20
132,dorota stojda_pers/21,20,1.0,0.20
133,dániel drótos_pers/17,5,1.0,0.20
134,edward nawarecki_pers/16,7,1.0,0.20
135,elzbieta richter-was_pers/13,17,1.0,0.20
136,eric lorenz_pers/19,23,1.0,0.20
137,erik o. d. sevre_pers/12,16,1.0,0.20
138,ernesto coto_pers/10,9,1.0,0.20
139,erwin laure_pers/23,1,1.0,0.20
140,eryk ciepiela_pers/19,23,1.0,0.20
141,evan f. bollig_pers/24,12,1.0,0.20
142,ewa deelman_pers/23,1,1.0,0.20
143,ewa matczynska_pers/5,19,1.0,0.20
144,eyuphan bulut_pers/9,11,1.0,0.20
145,f. i. rusadi_pers/6,6,1.0,0.20
146,fabien dubuffet_pers/24,12,1.0,0.20
147,fabio polticelli_pers/5,19,1.0,0.20
148,fabrizio gagliardi_pers/23,1,1.0,0.20
149,farrukh salim shaikh_pers/7,18,1.0,0.20
150,filip pomanski_pers/5,19,1.0,0.20
151,filip szura_pers/9,11,1.0,0.20
152,francesco nerieri_pers/13,17,1.0,0.20
153,francisco fernandez rivera_pers/13,17,1.0,0.20
154,frank berretz_pers/6,6,1.0,0.20
155,frank dopatka_pers/26,13,1.0,0.20
156,françoise baude_pers/19,23,1.0,0.20
157,g. dick van albada_pers/6,6,1.0,0.20
158,g. s. shirshov_pers/6,6,1.0,0.20
159,ganeshwara herawan hananda putra_pers/6,6,1.0,0.20
160,gerben klaas dirk de vries_pers/6,6,1.0,0.20
161,giovanni minervini_pers/5,19,1.0,0.20
162,giuseppe evangelista_pers/5,19,1.0,0.20
163,gordon erlebacher_pers/24,12,1.0,0.20
164,grady barrett wright_pers/12,16,1.0,0.20
165,grazyna skiba_pers/16,7,1.0,0.20
166,grzegorz dobrowolski_pers/16,7,1.0,0.20
167,grzegorz dyk_pers/19,23,1.0,0.20
168,grzegorz kaplita_pers/19,23,1.0,0.20
169,grzegorz mlynarczyk_pers/19,23,1.0,0.20
170,gábor dózsa_pers/17,5,1.0,0.20
171,hailing liu_pers/12,16,1.0,0.20
172,hamideh afsarmanesh_pers/6,6,1.0,0.20
173,han rauwerda_pers/6,6,1.0,0.20
174,han zhang_pers/2,15,1.0,0.20
175,hans j. w. spoelder_pers/6,6,1.0,0.20
176,hawzhin hozhabr pour_pers/11,24,1.0,0.20
177,hawzhin hozhabrpour_pers/11,24,1.0,0.20
178,henri e. bal_pers/6,6,1.0,0.20
179,henrik eichenhardt_pers/2,15,1.0,0.20
180,henryk palka_pers/21,20,1.0,0.20
181,hiroki senshu_pers/11,24,1.0,0.20
182,hong linh truong 0001_pers/13,17,1.0,0.20
183,huai zhang_pers/12,16,1.0,0.20
184,hubert siejkowski_pers/21,20,1.0,0.20
185,hui lin xing_pers/12,16,1.0,0.20
186,igor wojnicki_pers/24,12,1.0,0.20
187,ilkay altintas_pers/6,6,1.0,0.20
188,ilya i. mokhov_pers/6,6,1.0,0.20
189,irena roterman-konieczna_pers/5,19,1.0,0.20
190,irena roterman_pers/5,19,1.0,0.20
191,j. lhomme_pers/6,6,1.0,0.20
192,j. santoso_pers/6,6,1.0,0.20
193,jacek dajda_pers/16,7,1.0,0.20
194,jacek kitowski_pers/21,20,1.0,0.20
195,jacek moscinski_pers/8,14,1.0,0.20
196,jack j. dongarra_pers/23,1,1.0,0.20
197,jacob unterman_pers/2,15,1.0,0.20
198,jakub andrzejewski_pers/5,19,1.0,0.20
199,jakub bujas_pers/16,7,1.0,0.20
200,jakub dziwisz_pers/13,17,1.0,0.20
201,jakub sendor_pers/21,20,1.0,0.20
202,jakub t. moscicki_pers/6,6,1.0,0.20
203,jakub wach_pers/19,23,1.0,0.20
204,james b. s. g. greensky_pers/11,24,1.0,0.20
205,james j. suter_pers/19,23,1.0,0.20
206,jamie shiers_pers/2,15,1.0,0.20
207,jan blasiak_pers/4,25,1.0,0.20
208,jan dzwinel_pers/9,11,1.0,0.20
209,jan meizner_pers/19,23,1.0,0.20
210,jan pieczykolan_pers/15,4,1.0,0.20
211,jan stypka_pers/16,7,1.0,0.20
212,janusz slawek_pers/1,3,1.0,0.20
213,jarek nabrzyski_pers/13,17,1.0,0.20
214,jaroslaw dabrowski_pers/5,19,1.0,0.20
215,jaroslaw iwaszkiewicz_pers/21,20,1.0,0.20
216,javier rubio-loyola_pers/13,17,1.0,0.20
217,jens volkert_pers/23,1,1.0,0.20
218,jeroen broekhuijsen_pers/19,23,1.0,0.20
219,jerzy wasniewski_pers/6,6,1.0,0.20
220,jessica schmidt_pers/12,16,1.0,0.20
221,jesús labarta_pers/23,1,1.0,0.20
222,jie tao_pers/23,1,1.0,0.20
223,joan serrat 0001_pers/13,17,1.0,0.20
224,joan serrat-fernández_pers/13,17,1.0,0.20
225,joanna kijak_pers/9,11,1.0,0.20
226,joanna kocot_pers/19,23,1.0,0.20
227,joanna patrzyk_pers/10,9,1.0,0.20
228,joanna plazek_pers/8,14,1.0,0.20
229,johann krammer_pers/2,15,1.0,0.20
230,john hughes_pers/16,7,1.0,0.20
231,jonas sala_pers/2,15,1.0,0.20
232,jonathan c. mclane_pers/11,24,1.0,0.20
233,joris borgdorff_pers/19,23,1.0,0.20
234,josu martinez_pers/5,19,1.0,0.20
235,jozef kotus_pers/21,20,1.0,0.20
236,juan arenas_pers/10,9,1.0,0.20
237,juan c. burguillo_pers/16,7,1.0,0.20
238,jörg stiller_pers/12,16,1.0,0.20
239,jörg trinitis_pers/2,15,1.0,0.20
240,k. a. karasavvas_pers/6,6,1.0,0.20
241,k. reeves_pers/2,15,1.0,0.20
242,kamil figiela_pers/19,23,1.0,0.20
243,kamil górka_pers/9,11,1.0,0.20
244,kamil iskra_pers/6,6,1.0,0.20
245,kamil mazurek_pers/5,19,1.0,0.20
246,kamil pietak_pers/16,7,1.0,0.20
247,kamil sterna_pers/10,9,1.0,0.20
248,karol grzegorczyk_pers/15,4,1.0,0.20
249,karol wawrzyniak_pers/21,20,1.0,0.20
250,katarzyna prymula_pers/5,19,1.0,0.20
251,katarzyna rycerz_pers/19,23,1.0,0.20
252,katarzyna zajac 0001_pers/19,23,1.0,0.20
253,kazimierz balos_pers/15,4,1.0,0.20
254,kazimierz wiatr_pers/21,20,1.0,0.20
255,kevin hammond_pers/16,7,1.0,0.20
256,kinga salapa_pers/5,19,1.0,0.20
257,kirk e. jordan_pers/12,16,1.0,0.20
258,klaus ullmann_pers/23,1,1.0,0.20
259,klemens noga_pers/21,20,1.0,0.20
260,konrad gadek_pers/16,7,1.0,0.20
261,konrad jopek_pers/19,23,1.0,0.20
262,kornel skalkowski_pers/15,4,1.0,0.20
263,kristof theys_pers/19,23,1.0,0.20
264,krystian pawlik_pers/19,23,1.0,0.20
265,krzysztof banas_pers/8,14,1.0,0.20
266,krzysztof benedyczak_pers/21,20,1.0,0.20
267,krzysztof borowski_pers/14,8,1.0,0.20
268,krzysztof boryczko_pers/8,14,1.0,0.20
269,krzysztof cetnarowicz_pers/16,7,1.0,0.20
270,krzysztof dzwinel_pers/9,11,1.0,0.20
271,krzysztof guzy_pers/15,4,1.0,0.20
272,krzysztof j. cios_pers/12,16,1.0,0.20
273,krzysztof korcyl_pers/15,4,1.0,0.20
274,krzysztof kurowski_pers/19,23,1.0,0.20
275,krzysztof magiera_pers/11,24,1.0,0.20
276,krzysztof nawrocki_pers/21,20,1.0,0.20
277,krzysztof sowa-pieklo_pers/23,1,1.0,0.20
278,krzysztof sowa_pers/23,1,1.0,0.20
279,krzysztof wilaszek_pers/16,7,1.0,0.20
280,krzysztof wilk_pers/19,23,1.0,0.20
281,krzysztof zielinski_pers/15,4,1.0,0.20
282,kuba rozkwitalski_pers/13,17,1.0,0.20
283,ladislav hluchý_pers/23,1,1.0,0.20
284,lechoslaw trebacz_pers/9,11,1.0,0.20
285,leonardo mariani_pers/5,19,1.0,0.20
286,leszek siwik_pers/16,7,1.0,0.20
287,liang zheng_pers/12,16,1.0,0.20
288,louis o. hertzberger_pers/6,6,1.0,0.20
289,ludovic henrio_pers/19,23,1.0,0.20
290,luis menezes_pers/7,18,1.0,0.20
291,lukas wegmeth_pers/11,24,1.0,0.20
292,lukasz dutka_pers/21,20,1.0,0.20
293,lukasz faber_pers/16,7,1.0,0.20
294,lukasz flis_pers/21,20,1.0,0.20
295,lukasz nocun_pers/18,21,1.0,0.20
296,lukasz rauch_pers/21,20,1.0,0.20
297,lukasz skital_pers/15,4,1.0,0.20
298,m. charley kameyama_pers/11,24,1.0,0.20
299,m. damon_pers/24,12,1.0,0.20
300,m. gajecki_pers/8,14,1.0,0.20
301,m. magdón_pers/9,11,1.0,0.20
302,m. mechtel_pers/2,15,1.0,0.20
303,m. renczynska-wyrobek_pers/2,15,1.0,0.20
304,maciej dudek_pers/5,19,1.0,0.20
305,maciej filocha_pers/21,20,1.0,0.20
306,maciej golenia_pers/23,1,1.0,0.20
307,maciej golik_pers/21,20,1.0,0.20
308,maciej grzegorczyk_pers/5,19,1.0,0.20
309,maciej kuzniar_pers/8,14,1.0,0.20
310,maciej malawski_pers/19,23,1.0,0.20
311,maciej nabozny_pers/21,20,1.0,0.20
312,maciej paszynski_pers/11,24,1.0,0.20
313,maciej pawlik_pers/19,23,1.0,0.20
314,maciej twardy_pers/21,20,1.0,0.20
315,maciej zientarski_pers/15,4,1.0,0.20
316,magda szopa_pers/11,24,1.0,0.20
317,magdalena strzoda_pers/12,16,1.0,0.20
318,malgorzata krakowian_pers/11,24,1.0,0.20
319,malgorzata tomanek_pers/11,24,1.0,0.20
320,malgorzata wielgus_pers/2,15,1.0,0.20
321,malgorzata zabinska_pers/16,7,1.0,0.20
322,marcelina borcz_pers/21,20,1.0,0.20
323,marcin grzegorzek_pers/11,24,1.0,0.20
324,marcin jarzab_pers/15,4,1.0,0.20
325,marcin koch_pers/9,11,1.0,0.20
326,marcin kurdziel_pers/8,14,1.0,0.20
327,marcin los_pers/16,7,1.0,0.20
328,marcin nowak_pers/15,4,1.0,0.20
329,marcin pospieszny_pers/21,20,1.0,0.20
330,marcin radecki_pers/21,20,1.0,0.20
331,marcin smetek_pers/9,11,1.0,0.20
332,marcin stolarek_pers/21,20,1.0,0.20
333,marcin szelc_pers/5,19,1.0,0.20
334,marco danelutto_pers/23,1,1.0,0.20
335,marco nichau_pers/17,5,1.0,0.20
336,marek kasztelnik_pers/19,23,1.0,0.20
337,marek kisiel-dorohinicki_pers/16,7,1.0,0.20
338,marek kochanczyk_pers/5,19,1.0,0.20
339,marek kowalski_pers/21,20,1.0,0.20
340,marek magrys_pers/21,20,1.0,0.20
341,marek piascik_pers/15,4,1.0,0.20
342,marek pogoda_pers/8,14,1.0,0.20
343,marek wieczorek_pers/13,17,1.0,0.20
344,marek zaionc_pers/16,7,1.0,0.20
345,margaret balcerzak_pers/18,21,1.0,0.20
346,maria stanislawa magdon-maksymowicz_pers/9,11,1.0,0.20
347,marian bubak_pers/19,23,1.0,0.20
348,mariusz kope_pers/24,12,1.0,0.20
349,mariusz mamonski_pers/19,23,1.0,0.20
350,mariusz sterzel_pers/21,20,1.0,0.20
351,mariusz witek_pers/21,20,1.0,0.20
352,markus bode_pers/17,5,1.0,0.20
353,markus schmid_pers/5,19,1.0,0.20
354,marlon e. pierce_pers/24,12,1.0,0.20
355,marta panuszewska_pers/8,14,1.0,0.20
356,martin bobák_pers/13,17,1.0,0.20
357,martin g. metzker_pers/13,17,1.0,0.20
358,martin koehler_pers/10,9,1.0,0.20
359,martin schulz 0001_pers/23,1,1.0,0.20
360,massimo lamanna_pers/6,6,1.0,0.20
361,matei ripeanu_pers/13,17,1.0,0.20
362,mateusz banach_pers/5,19,1.0,0.20
363,mateusz godzik_pers/16,7,1.0,0.20
364,mateusz kosibowicz_pers/5,19,1.0,0.20
365,mateusz kupisz_pers/2,15,1.0,0.20
366,mateusz paciorek_pers/16,7,1.0,0.20
367,mateusz paciorekl_pers/16,7,1.0,0.20
368,mateusz piech_pers/16,7,1.0,0.20
369,mateusz starzec_pers/16,7,1.0,0.20
370,matthew g. knepley_pers/12,16,1.0,0.20
371,matthias assel_pers/19,23,1.0,0.20
372,matthieu morel_pers/23,1,1.0,0.20
373,matti heikkurinen_pers/13,17,1.0,0.20
374,mehmet a. nacar_pers/24,12,1.0,0.20
375,mehmet s. aktas_pers/24,12,1.0,0.20
376,michael garbas_pers/17,5,1.0,0.20
377,michael gerndt_pers/23,1,1.0,0.20
378,michael m. resch_pers/23,1,1.0,0.20
379,michael oberhuber_pers/2,15,1.0,0.20
380,michael r. knox_pers/11,24,1.0,0.20
381,michal bluj_pers/21,20,1.0,0.20
382,michal dwuznik_pers/21,20,1.0,0.20
383,michal dyrda_pers/13,17,1.0,0.20
384,michal janczykowski_pers/5,19,1.0,0.20
385,michal kapalka_pers/19,23,1.0,0.20
386,michal konarski_pers/16,7,1.0,0.20
387,michal krok_pers/10,9,1.0,0.20
388,michal lopuszynski_pers/21,20,1.0,0.20
389,michal niec_pers/18,21,1.0,0.20
390,michal orzechowski_pers/19,23,1.0,0.20
391,michal pelczar_pers/19,23,1.0,0.20
392,michal piotrowski_pers/3,2,1.0,0.20
393,michal radziszewski_pers/5,19,1.0,0.20
394,michal slaski_pers/16,7,1.0,0.20
395,michal swatowski_pers/5,19,1.0,0.20
396,michal trzeciak_pers/21,20,1.0,0.20
397,michal turala_pers/21,20,1.0,0.20
398,michal wegiel_pers/9,11,1.0,0.20
399,mike r. knox_pers/12,16,1.0,0.20
400,mikolaj baranowski_pers/9,11,1.0,0.20
401,milosz zdybal_pers/21,20,1.0,0.20
402,miroslav zivkovic_pers/6,6,1.0,0.20
403,monika piwowar_pers/5,19,1.0,0.20
404,márcia a. inda_pers/6,6,1.0,0.20
405,n. b. melnikova_pers/6,6,1.0,0.20
406,nan zhang_pers/12,16,1.0,0.20
407,norbert meyer_pers/21,20,1.0,0.20
408,olav hansen_pers/2,15,1.0,0.20
409,oleg v. vasilyev_pers/5,19,1.0,0.20
410,olivier hoenen_pers/19,23,1.0,0.20
411,ondrej habala_pers/13,17,1.0,0.20
412,onn shehory_pers/5,19,1.0,0.20
413,otto rienhoff_pers/23,1,1.0,0.20
414,owen appleton_pers/13,17,1.0,0.20
415,p. mättig_pers/2,15,1.0,0.20
416,pablo lamata_pers/6,6,1.0,0.20
417,paola grosso_pers/6,6,1.0,0.20
418,patryk lason_pers/21,20,1.0,0.20
419,patryk orzechowski_pers/24,12,1.0,0.20
420,paul t. groth_pers/6,6,1.0,0.20
421,pawel chorazyk_pers/16,7,1.0,0.20
422,pawel gepner_pers/19,23,1.0,0.20
423,pawel gosztyla_pers/18,21,1.0,0.20
424,pawel hodurek_pers/15,4,1.0,0.20
425,pawel j. matuszyk_pers/7,18,1.0,0.20
426,pawel jurczyk_pers/23,1,1.0,0.20
427,pawel koperek_pers/2,15,1.0,0.20
428,pawel pawlowicz_pers/16,7,1.0,0.20
429,pawel pierzchala_pers/15,4,1.0,0.20
430,pawel pikula_pers/18,21,1.0,0.20
431,pawel plaszczak_pers/19,23,1.0,0.20
432,pawel swierszcz_pers/9,11,1.0,0.20
433,pawel topa_pers/11,24,1.0,0.20
434,pawel wolniewicz_pers/21,20,1.0,0.20
435,pawel wróblewski_pers/24,12,1.0,0.20
436,peter bloem_pers/6,6,1.0,0.20
437,peter brezany_pers/23,1,1.0,0.20
438,peter brunner_pers/13,17,1.0,0.20
439,peter buchholz 0002_pers/2,15,1.0,0.20
440,peter fritzson_pers/2,15,1.0,0.20
441,peter m. a. sloot_pers/6,6,1.0,0.20
442,peter skov_pers/2,15,1.0,0.20
443,peter v. coveney_pers/19,23,1.0,0.20
444,pieter libin_pers/19,23,1.0,0.20
445,piotr anielski_pers/16,7,1.0,0.20
446,piotr bala_pers/21,20,1.0,0.20
447,piotr blaszczyk_pers/16,7,1.0,0.20
448,piotr godowski_pers/9,11,1.0,0.20
449,piotr handzlik_pers/9,11,1.0,0.20
450,piotr iwo wójcik_pers/18,21,1.0,0.20
451,piotr kala_pers/16,7,1.0,0.20
452,piotr kustra_pers/21,20,1.0,0.20
453,piotr luszczek_pers/23,1,1.0,0.20
454,piotr machner_pers/23,1,1.0,0.20
455,piotr malecki_pers/21,20,1.0,0.20
456,piotr martyna_pers/9,11,1.0,0.20
457,piotr metel_pers/9,11,1.0,0.20
458,piotr nawrocki_pers/15,4,1.0,0.20
459,piotr nowakowski_pers/19,23,1.0,0.20
460,piotr ochlawski_pers/5,19,1.0,0.20
461,piotr pawliczek_pers/8,14,1.0,0.20
462,piotr pegiel_pers/9,11,1.0,0.20
463,piotr wawrykal_pers/16,7,1.0,0.20
464,piotr wiecek_pers/5,19,1.0,0.20
465,piotr wójcik_pers/21,20,1.0,0.20
466,przemyslaw czerwinski_pers/23,1,1.0,0.20
467,przemyslaw dabek_pers/2,15,1.0,0.20
468,przemyslaw majewski_pers/16,7,1.0,0.20
469,r. chrobak_pers/8,14,1.0,0.20
470,radoslaw gembarowski_pers/15,4,1.0,0.20
471,radoslaw maruszewski_pers/15,4,1.0,0.20
472,radoslaw rowicki_pers/21,20,1.0,0.20
473,radoslaw trzcionkowski_pers/10,9,1.0,0.20
474,rafal kluszczynski_pers/21,20,1.0,0.20
475,rafal lichwala_pers/21,20,1.0,0.20
476,rafal orlowski_pers/9,11,1.0,0.20
477,rafal tylman_pers/21,20,1.0,0.20
